time_identifier,time_period,geographic_level,country_code,country_name,school_type,percentage_band,percentage,enrolments_overall,enrolments_overall_percent,enrolments_authorised,enrolments_authorised_percent,enrolments_unauthorised,enrolments_unauthorised_percent
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,44.00 - 44.99,1285,0,440,0,530,0
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,45.00 - 45.99,1225,0,430,0,475,0
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,46.00 - 46.99,1230,0,450,0,470,0
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,47.00 - 47.99,1120,0,370,0,465,0
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,48.00 - 48.99,1080,0,405,0,440,0
six half terms,201617,national,E92000001,England,State-funded secondary,40.00-49.99,49.00 - 49.99,790,0,260,0,325,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,50.00 - 50.99,1605,0.1,620,0,725,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,51.00 - 51.99,890,0,315,0,385,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,52.00 - 52.99,940,0,310,0,400,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,53.00 - 53.99,910,0,315,0,365,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,54.00 - 54.99,845,0,240,0,315,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,55.00 - 55.99,850,0,265,0,350,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,56.00 - 56.99,835,0,265,0,335,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,57.00 - 57.99,815,0,265,0,325,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,58.00 - 58.99,745,0,200,0,295,0
six half terms,201617,national,E92000001,England,State-funded secondary,50.00-59.99,59.00 - 59.99,600,0,180,0,265,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,60.00 - 60.99,760,0,235,0,375,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,61.00 - 61.99,665,0,180,0,275,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,62.00 - 62.99,670,0,210,0,290,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,63.00 - 63.99,595,0,155,0,260,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,64.00 - 64.99,540,0,155,0,245,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,65.00 - 65.99,565,0,170,0,200,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,66.00 - 66.99,695,0,215,0,310,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,67.00 - 67.99,475,0,120,0,210,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,68.00 - 68.99,525,0,140,0,210,0
six half terms,201617,national,E92000001,England,State-funded secondary,60.00-69.99,69.00 - 69.99,495,0,130,0,190,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,70.00 - 70.99,505,0,150,0,185,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,71.00 - 71.99,500,0,130,0,200,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,72.00 - 72.99,450,0,135,0,185,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,73.00 - 73.99,460,0,100,0,210,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,74.00 - 74.99,365,0,70,0,140,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,75.00 - 75.99,535,0,140,0,230,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,76.00 - 76.99,415,0,105,0,185,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,77.00 - 77.99,365,0,100,0,150,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,78.00 - 78.99,390,0,100,0,180,0
six half terms,201617,national,E92000001,England,State-funded secondary,70.00-79.99,79.00 - 79.99,320,0,75,0,140,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,80.00 - 80.99,470,0,125,0,215,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,81.00 - 81.99,345,0,65,0,155,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,82.00 - 82.99,335,0,75,0,145,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,83.00 - 83.99,420,0,100,0,170,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,84.00 - 84.99,310,0,60,0,130,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,85.00 - 85.99,375,0,75,0,155,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,86.00 - 86.99,315,0,85,0,140,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,87.00 - 87.99,320,0,80,0,125,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,88.00 - 88.99,330,0,70,0,140,0
six half terms,201617,national,E92000001,England,State-funded secondary,80.00-89.99,89.00 - 89.99,260,0,55,0,100,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,90.00 - 90.99,330,0,75,0,160,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,91.00 - 91.99,305,0,60,0,130,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,92.00 - 92.99,295,0,65,0,115,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,93.00 - 93.99,265,0,55,0,130,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,94.00 - 94.99,295,0,70,0,130,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,95.00 - 95.99,265,0,70,0,135,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,96.00 - 96.99,325,0,75,0,150,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,97.00 - 97.99,325,0,85,0,130,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,98.00 - 98.99,315,0,65,0,155,0
six half terms,201617,national,E92000001,England,State-funded secondary,90+,99.00+,5480,0.2,1995,0.1,2890,0.1
six half terms,201617,national,E92000001,England,Special,Total,Total,94295,100,94295,100,94295,100
six half terms,201617,national,E92000001,England,Special,0.00-9.99,0,3635,3.9,4865,5.2,58370,61.9
six half terms,201617,national,E92000001,England,Special,0.00-9.99,0.01 - 0.99,6095,6.5,7205,7.6,13135,13.9
six half terms,201617,national,E92000001,England,Special,0.00-9.99,1.00 - 1.99,10170,10.8,11605,12.3,6865,7.3
six half terms,201617,national,E92000001,England,Special,0.00-9.99,2.00 - 2.99,9425,10,10435,11.1,3495,3.7
six half terms,201617,national,E92000001,England,Special,0.00-9.99,3.00 - 3.99,8525,9,9165,9.7,2310,2.4
six half terms,201617,national,E92000001,England,Special,0.00-9.99,4.00 - 4.99,6350,6.7,6600,7,1410,1.5
six half terms,201617,national,E92000001,England,Special,0.00-9.99,5.00 - 5.99,6535,6.9,6770,7.2,1230,1.3
six half terms,201617,national,E92000001,England,Special,0.00-9.99,6.00 - 6.99,5485,5.8,5530,5.9,850,0.9
six half terms,201617,national,E92000001,England,Special,0.00-9.99,7.00 - 7.99,4595,4.9,4565,4.8,670,0.7
six half terms,201617,national,E92000001,England,Special,0.00-9.99,8.00 - 8.99,3910,4.1,3805,4,540,0.6
six half terms,201617,national,E92000001,England,Special,0.00-9.99,9.00 - 9.99,2720,2.9,2615,2.8,390,0.4
six half terms,201617,national,E92000001,England,Special,10.00-19.99,10.00 - 10.99,2870,3,2755,2.9,395,0.4
six half terms,201617,national,E92000001,England,Special,10.00-19.99,11.00 - 11.99,2405,2.5,2235,2.4,345,0.4
six half terms,201617,national,E92000001,England,Special,10.00-19.99,12.00 - 12.99,2035,2.2,1775,1.9,270,0.3
six half terms,201617,national,E92000001,England,Special,10.00-19.99,13.00 - 13.99,1660,1.8,1465,1.6,210,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,14.00 - 14.99,1290,1.4,1150,1.2,195,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,15.00 - 15.99,1335,1.4,1100,1.2,205,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,16.00 - 16.99,1110,1.2,975,1,190,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,17.00 - 17.99,995,1.1,855,0.9,185,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,18.00 - 18.99,860,0.9,660,0.7,155,0.2
six half terms,201617,national,E92000001,England,Special,10.00-19.99,19.00 - 19.99,660,0.7,550,0.6,105,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,20.00 - 20.99,715,0.8,550,0.6,125,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,21.00 - 21.99,620,0.7,485,0.5,105,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,22.00 - 22.99,545,0.6,420,0.4,95,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,23.00 - 23.99,495,0.5,365,0.4,95,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,24.00 - 24.99,415,0.4,310,0.3,85,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,25.00 - 25.99,435,0.5,310,0.3,80,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,26.00 - 26.99,340,0.4,250,0.3,85,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,27.00 - 27.99,320,0.3,235,0.3,60,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,28.00 - 28.99,290,0.3,225,0.2,75,0.1
six half terms,201617,national,E92000001,England,Special,20.00-29.99,29.00 - 29.99,255,0.3,175,0.2,55,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,30.00 - 30.99,280,0.3,205,0.2,70,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,31.00 - 31.99,240,0.3,170,0.2,65,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,32.00 - 32.99,245,0.3,185,0.2,70,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,33.00 - 33.99,260,0.3,200,0.2,55,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,34.00 - 34.99,230,0.2,145,0.2,45,0
six half terms,201617,national,E92000001,England,Special,30.00-39.99,35.00 - 35.99,195,0.2,150,0.2,50,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,36.00 - 36.99,200,0.2,125,0.1,55,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,37.00 - 37.99,170,0.2,120,0.1,55,0.1
six half terms,201617,national,E92000001,England,Special,30.00-39.99,38.00 - 38.99,155,0.2,120,0.1,35,0
six half terms,201617,national,E92000001,England,Special,30.00-39.99,39.00 - 39.99,165,0.2,90,0.1,50,0.1
six half terms,201617,national,E92000001,England,Special,40.00-49.99,40.00 - 40.99,165,0.2,100,0.1,40,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,41.00 - 41.99,135,0.1,115,0.1,35,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,42.00 - 42.99,120,0.1,95,0.1,35,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,43.00 - 43.99,135,0.1,80,0.1,30,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,44.00 - 44.99,135,0.1,75,0.1,35,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,45.00 - 45.99,120,0.1,90,0.1,30,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,46.00 - 46.99,120,0.1,95,0.1,30,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,47.00 - 47.99,120,0.1,70,0.1,35,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,48.00 - 48.99,120,0.1,80,0.1,35,0
six half terms,201617,national,E92000001,England,Special,40.00-49.99,49.00 - 49.99,100,0.1,55,0.1,20,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,50.00 - 50.99,130,0.1,95,0.1,30,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,51.00 - 51.99,90,0.1,55,0.1,35,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,52.00 - 52.99,90,0.1,60,0.1,30,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,53.00 - 53.99,90,0.1,70,0.1,30,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,54.00 - 54.99,95,0.1,50,0.1,25,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,55.00 - 55.99,90,0.1,65,0.1,30,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,56.00 - 56.99,85,0.1,50,0.1,25,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,57.00 - 57.99,90,0.1,50,0.1,15,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,58.00 - 58.99,80,0.1,50,0.1,35,0
six half terms,201617,national,E92000001,England,Special,50.00-59.99,59.00 - 59.99,90,0.1,45,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,60.00 - 60.99,90,0.1,40,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,61.00 - 61.99,75,0.1,35,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,62.00 - 62.99,70,0.1,40,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,63.00 - 63.99,70,0.1,35,0,10,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,64.00 - 64.99,70,0.1,30,0,10,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,65.00 - 65.99,70,0.1,40,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,66.00 - 66.99,75,0.1,35,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,67.00 - 67.99,75,0.1,50,0.1,15,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,68.00 - 68.99,85,0.1,45,0,20,0
six half terms,201617,national,E92000001,England,Special,60.00-69.99,69.00 - 69.99,60,0.1,25,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,70.00 - 70.99,70,0.1,40,0,20,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,71.00 - 71.99,60,0.1,35,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,72.00 - 72.99,60,0.1,25,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,73.00 - 73.99,60,0.1,35,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,74.00 - 74.99,40,0,25,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,75.00 - 75.99,80,0.1,40,0,20,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,76.00 - 76.99,60,0.1,30,0,15,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,77.00 - 77.99,55,0.1,25,0,5,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,78.00 - 78.99,50,0.1,20,0,10,0
six half terms,201617,national,E92000001,England,Special,70.00-79.99,79.00 - 79.99,55,0.1,30,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,80.00 - 80.99,50,0.1,25,0,15,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,81.00 - 81.99,60,0.1,25,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,82.00 - 82.99,35,0,20,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,83.00 - 83.99,60,0.1,25,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,84.00 - 84.99,55,0.1,25,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,85.00 - 85.99,70,0.1,25,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,86.00 - 86.99,50,0.1,25,0,15,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,87.00 - 87.99,45,0,25,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,88.00 - 88.99,40,0,20,0,10,0
six half terms,201617,national,E92000001,England,Special,80.00-89.99,89.00 - 89.99,45,0,25,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,90.00 - 90.99,45,0,20,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,91.00 - 91.99,55,0.1,25,0,15,0
six half terms,201617,national,E92000001,England,Special,90+,92.00 - 92.99,50,0.1,15,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,93.00 - 93.99,50,0.1,25,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,94.00 - 94.99,45,0,15,0,15,0
six half terms,201617,national,E92000001,England,Special,90+,95.00 - 95.99,45,0,15,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,96.00 - 96.99,50,0.1,20,0,10,0
six half terms,201617,national,E92000001,England,Special,90+,97.00 - 97.99,45,0,15,0,20,0
six half terms,201617,national,E92000001,England,Special,90+,98.00 - 98.99,50,0.1,20,0,20,0
six half terms,201617,national,E92000001,England,Special,90+,99.00+,585,0.6,255,0.3,230,0.2
six half terms,201516,national,E92000001,England,Total,Total,Total,6737190,100,6737190,100,6737190,100
six half terms,201516,national,E92000001,England,Total,0.00-9.99,0,557285,8.3,737955,11,4139375,61.4
